guid,Country,Country Link,Capital,Capital Link,Flag,Map,Country:ru,Country Link:ru,Capital:ru,Capital Link:ru,Country:hr,tags
p;Cs{0CSJ*,Uzbekistan,https://en.wikipedia.org/wiki/Uzbekistan,Tashkent,https://en.wikipedia.org/wiki/Tashkent,"<img src=""Uzbekistan (1).png"" />","<img src=""Uzbekistan.png"" />",Узбекиста́н,https://ru.wikipedia.org/wiki/%D0%A3%D0%B7%D0%B1%D0%B5%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD,Ташке́нт,https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D1%88%D0%BA%D0%B5%D0%BD%D1%82,Uzbekistan,West_Asia
cz+UaE&(-3,Australia,https://en.wikipedia.org/wiki/Australia,Canberra,https://en.wikipedia.org/wiki/Canberra,"<img src=""Australia (1).png"" />","<img src=""Australia.png"" />",Австра́лия,https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D1%81%D1%82%D1%80%D0%B0%D0%BB%D0%B8%D1%8F,Канбе́рра,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BD%D0%B1%D0%B5%D1%80%D1%80%D0%B0,Australija,Oceania
j2+t4=8!6p,New Zealand,https://en.wikipedia.org/wiki/New_Zealand,Wellington,https://en.wikipedia.org/wiki/Wellington,"<img src=""NewZealand.png"" />","<img src=""New-Zealand.png"" />",Но́вая Зела́ндия,https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%B0%D1%8F_%D0%97%D0%B5%D0%BB%D0%B0%D0%BD%D0%B4%D0%B8%D1%8F,Веллингто́н,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%BB%D0%B8%D0%BD%D0%B3%D1%82%D0%BE%D0%BD,Novi Zeland,Oceania
"[<^Z,{,vV",Bangladesh,https://en.wikipedia.org/wiki/Bangladesh,Dhaka,https://en.wikipedia.org/wiki/Dhaka,"<img src=""Bangladesh (1).png"" />","<img src=""Bangladesh.png"" />",Бангладе́ш,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BD%D0%B3%D0%BB%D0%B0%D0%B4%D0%B5%D1%88,Да́кка,https://ru.wikipedia.org/wiki/%D0%94%D0%B0%D0%BA%D0%BA%D0%B0,Bangladeš,East_Asia
e;ya4hG_q%,Bhutan,https://en.wikipedia.org/wiki/Bhutan,Thimphu,https://en.wikipedia.org/wiki/Thimphu,"<img src=""Bhutan (1).png"" />","<img src=""Bhutan.png"" />",Бута́н,https://ru.wikipedia.org/wiki/%D0%91%D1%83%D1%82%D0%B0%D0%BD,Тхимпху́,https://ru.wikipedia.org/wiki/%D0%A2%D1%85%D0%B8%D0%BC%D0%BF%D1%85%D1%83,Butan,East_Asia
gH<6J7z64F,Brunei,https://en.wikipedia.org/wiki/Brunei,Bandar Seri Begawan,https://en.wikipedia.org/wiki/Bandar_Seri_Begawan,"<img src=""Brunei (1).png"" />","<img src=""Brunei.png"" />",Бруне́й,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%83%D0%BD%D0%B5%D0%B9,Ба́ндар-Сери́-Бега́ван,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BD%D0%B4%D0%B0%D1%80-%D0%A1%D0%B5%D1%80%D0%B8-%D0%91%D0%B5%D0%B3%D0%B0%D0%B2%D0%B0%D0%BD,Brunej,East_Asia
k`VH(UYB(l,China,https://en.wikipedia.org/wiki/China,Beijing,https://en.wikipedia.org/wiki/Beijing,"<img src=""China (1).png"" />","<img src=""China.png"" />",Кита́й (КНР),https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%82%D0%B0%D0%B9,Пеки́н,https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D0%BA%D0%B8%D0%BD,Kina,East_Asia
jmAYloQdOv,Cambodia,https://en.wikipedia.org/wiki/Cambodia,Phnom Penh,https://en.wikipedia.org/wiki/Phnom_Penh,"<img src=""Cambodia (1).png"" />","<img src=""Cambodia.png"" />",Камбо́джа,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BC%D0%B1%D0%BE%D0%B4%D0%B6%D0%B0,Пномпе́нь,https://ru.wikipedia.org/wiki/%D0%9F%D0%BD%D0%BE%D0%BC%D0%BF%D0%B5%D0%BD%D1%8C,Kambodža,East_Asia
aKw368/l{W,Indonesia,https://en.wikipedia.org/wiki/Indonesia,Jakarta,https://en.wikipedia.org/wiki/Jakarta,"<img src=""Indonesia (1).png"" />","<img src=""Indonesia.png"" />",Индоне́зия,https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D0%B4%D0%BE%D0%BD%D0%B5%D0%B7%D0%B8%D1%8F,Джака́рта,https://ru.wikipedia.org/wiki/%D0%94%D0%B6%D0%B0%D0%BA%D0%B0%D1%80%D1%82%D0%B0,Indonezija,East_Asia
c<pQD>d*s<,India,https://en.wikipedia.org/wiki/India,New Delhi,https://en.wikipedia.org/wiki/New_Delhi,"<img src=""India (1).png"" />","<img src=""India.png"" />",И́ндия,https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D0%B4%D0%B8%D1%8F,Нью-Де́ли,https://ru.wikipedia.org/wiki/%D0%9D%D1%8C%D1%8E-%D0%94%D0%B5%D0%BB%D0%B8,Indija,East_Asia
k@d1bLm-)],Hong Kong,https://en.wikipedia.org/wiki/Hong_Kong,,,"<img src=""HongKong.png"" />","<img src=""Hong-Kong.png"" />",Гонко́нг,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D0%BD%D0%BA%D0%BE%D0%BD%D0%B3,,,Hong Kong,East_Asia
e82_uusA$p,South Korea,https://en.wikipedia.org/wiki/South_Korea,Seoul,https://en.wikipedia.org/wiki/Seoul,"<img src=""SouthKorea.png"" />","<img src=""South-Korea.png"" />",Ю́жная Коре́я,https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0_%D0%9A%D0%BE%D1%80%D0%B5%D1%8F,Сеу́л,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D1%83%D0%BB,Južna Koreja,East_Asia
e}hkBGj!J7,North Korea,https://en.wikipedia.org/wiki/North_Korea,Pyongyang,https://en.wikipedia.org/wiki/Pyongyang,"<img src=""NorthKorea.png"" />","<img src=""North-Korea.png"" />",Се́верная Коре́я,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%B5%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%9D%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%BE-%D0%94%D0%B5%D0%BC%D0%BE%D0%BA%D1%80%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0,Пхенья́н,https://ru.wikipedia.org/wiki/%D0%9F%D1%85%D0%B5%D0%BD%D1%8C%D1%8F%D0%BD,Sjeverna Koreja,East_Asia
fD~e%Pn@CE,Japan,https://en.wikipedia.org/wiki/Japan,Tokyo,https://en.wikipedia.org/wiki/Tokyo,"<img src=""Japan (1).png"" />","<img src=""Japan.png"" />",Япо́ния,https://ru.wikipedia.org/wiki/%D0%AF%D0%BF%D0%BE%D0%BD%D0%B8%D1%8F,То́кио,https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BA%D0%B8%D0%BE,Japan,East_Asia
dQ<H].myE9,Laos,https://en.wikipedia.org/wiki/Laos,Vientiane,https://en.wikipedia.org/wiki/Vientiane,"<img src=""Laos (1).png"" />","<img src=""Laos.png"" />",Лао́с,https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%BE%D1%81,Вьентья́н,https://ru.wikipedia.org/wiki/%D0%92%D1%8C%D0%B5%D0%BD%D1%82%D1%8C%D1%8F%D0%BD,Laos,East_Asia
m}FFR#r`O.,Burma,https://en.wikipedia.org/wiki/Myanmar,Naypyidaw,https://en.wikipedia.org/wiki/Naypyidaw,"<img src=""Burma (1).png"" />","<img src=""Burma.png"" />",Мья́нма,https://ru.wikipedia.org/wiki/%D0%9C%D1%8C%D1%8F%D0%BD%D0%BC%D0%B0,Нейпьидо́,https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B9%D0%BF%D1%8C%D0%B8%D0%B4%D0%BE,Burma,East_Asia
"s,C|o0K2q)",Mongolia,https://en.wikipedia.org/wiki/Mongolia,Ulan Bator,https://en.wikipedia.org/wiki/Ulaanbaatar,"<img src=""Mongolia (1).png"" />","<img src=""Mongolia.png"" />",Монго́лия,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BD%D0%B3%D0%BE%D0%BB%D0%B8%D1%8F,Ула́н-Ба́тор,https://ru.wikipedia.org/wiki/%D0%A3%D0%BB%D0%B0%D0%BD-%D0%91%D0%B0%D1%82%D0%BE%D1%80,Mongolija,East_Asia
c3{wl^n?L(,Maldives,https://en.wikipedia.org/wiki/Maldives,Malé,https://en.wikipedia.org/wiki/Mal%C3%A9,"<img src=""Maldives (1).png"" />","<img src=""Maldives.png"" />",Мальди́вы,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D1%8C%D0%B4%D0%B8%D0%B2%D1%8B,Ма́ле,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B5,Maldivi,East_Asia
nCtK~k7TD/,Malaysia,https://en.wikipedia.org/wiki/Malaysia,Kuala Lumpur,https://en.wikipedia.org/wiki/Kuala_Lumpur,"<img src=""Malaysia (1).png"" />","<img src=""Malaysia.png"" />",Мала́йзия,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B0%D0%B9%D0%B7%D0%B8%D1%8F,Куа́ла-Лу́мпур,https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%B0%D0%BB%D0%B0-%D0%9B%D1%83%D0%BC%D0%BF%D1%83%D1%80,Malezija,East_Asia
ka%S}}5d?R,Macau,https://en.wikipedia.org/wiki/Macau,,,"<img src=""Macau (1).png"" />","<img src=""Macau.png"" />",Мака́о,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BA%D0%B0%D0%BE,,,Makao,East_Asia
l%v~[a$>w],Nepal,https://en.wikipedia.org/wiki/Nepal,Kathmandu,https://en.wikipedia.org/wiki/Kathmandu,"<img src=""Nepal (1).png"" />","<img src=""Nepal.png"" />",Непа́л,https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%BF%D0%B0%D0%BB,Катманду́,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%BC%D0%B0%D0%BD%D0%B4%D1%83,Nepal,East_Asia
ig8_#XAD~f,Philippines,https://en.wikipedia.org/wiki/Philippines,Manila,https://en.wikipedia.org/wiki/Manila,"<img src=""Philippines (1).png"" />","<img src=""Philippines.png"" />",Филиппи́ны,https://ru.wikipedia.org/wiki/%D0%A4%D0%B8%D0%BB%D0%B8%D0%BF%D0%BF%D0%B8%D0%BD%D1%8B,Мани́ла,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BD%D0%B8%D0%BB%D0%B0,Filipini,East_Asia
"qo*jB?,eVS",Singapore,https://en.wikipedia.org/wiki/Singapore,,,"<img src=""Singapore (1).png"" />","<img src=""Singapore.png"" />",Сингапу́р,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BD%D0%B3%D0%B0%D0%BF%D1%83%D1%80,,,Singapur,East_Asia
o7z<$?PLA3,Taiwan,https://en.wikipedia.org/wiki/Taiwan,Taipei,https://en.wikipedia.org/wiki/Taipei,"<img src=""Taiwan (1).png"" />","<img src=""Taiwan.png"" />",Тайва́нь,https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B9%D0%B2%D0%B0%D0%BD%D1%8C,Тайбэ́й,https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B9%D0%B1%D1%8D%D0%B9,Tajvan,East_Asia
fn&`jOI}%#,Sri Lanka,https://en.wikipedia.org/wiki/Sri_Lanka,Sri Jayawardenapura Kotte,https://en.wikipedia.org/wiki/Sri_Jayawardenepura_Kotte,"<img src=""Sri Lanka.png"" />","<img src=""Sri-Lanka.png"" />",Шри-Ла́нка́,https://ru.wikipedia.org/wiki/%D0%A8%D1%80%D0%B8-%D0%9B%D0%B0%D0%BD%D0%BA%D0%B0,Шри-Джаява́рденепура-Ко́тте,https://ru.wikipedia.org/wiki/%D0%A8%D1%80%D0%B8-%D0%94%D0%B6%D0%B0%D1%8F%D0%B2%D0%B0%D1%80%D0%B4%D0%B5%D0%BD%D0%B5%D0%BF%D1%83%D1%80%D0%B0-%D0%9A%D0%BE%D1%82%D1%82%D0%B5,Šri Lanka,East_Asia
jl;pf&ep%h,Thailand,https://en.wikipedia.org/wiki/Thailand,Bangkok,https://en.wikipedia.org/wiki/Bangkok,"<img src=""Thailand (1).png"" />","<img src=""Thailand.png"" />",Таила́нд,https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B8%D0%BB%D0%B0%D0%BD%D0%B4,Бангко́к (Крунгте́п),https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BD%D0%B3%D0%BA%D0%BE%D0%BA,Tajland,East_Asia
-m0k^(!tg,East Timor<br />,https://en.wikipedia.org/wiki/East_Timor,Dili,https://en.wikipedia.org/wiki/Dili,"<img src=""EastTimor.png"" />","<img src=""East-Timor.png"" />",Восто́чный Тимо́р,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9_%D0%A2%D0%B8%D0%BC%D0%BE%D1%80,Ди́ли,https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D0%BB%D0%B8,Timor Leste,East_Asia
o/[tCQfB{T,Vietnam,https://en.wikipedia.org/wiki/Vietnam,Hanoi,https://en.wikipedia.org/wiki/Hanoi,"<img src=""Vietnam (1).png"" />","<img src=""Vietnam.png"" />",Вьетна́м,https://ru.wikipedia.org/wiki/%D0%92%D1%8C%D0%B5%D1%82%D0%BD%D0%B0%D0%BC,Хано́й,https://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D0%BD%D0%BE%D0%B9,Vijetnam,East_Asia
q!r`E.gjG!,Papua New Guinea,https://en.wikipedia.org/wiki/Papua_New_Guinea,Port Moresby,https://en.wikipedia.org/wiki/Port_Moresby,"<img src=""PapuaNewGuinea.png"" />","<img src=""Papua-New-Guinea.png"" />",Па́пуа-Но́вая Гвине́я,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BF%D1%83%D0%B0_%E2%80%94_%D0%9D%D0%BE%D0%B2%D0%B0%D1%8F_%D0%93%D0%B2%D0%B8%D0%BD%D0%B5%D1%8F,Порт-Мо́рсби,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D1%82-%D0%9C%D0%BE%D1%80%D1%81%D0%B1%D0%B8,Papua Nova Gvineja,East_Asia
hAK;wAvTKL,Argentina,https://en.wikipedia.org/wiki/Argentina,Buenos Aires,https://en.wikipedia.org/wiki/Buenos_Aires,"<img src=""Argentina (1).png"" />","<img src=""Argentina.png"" />",Аргенти́на,https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%B3%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%B0,Буэ́нос-А́йрес,https://ru.wikipedia.org/wiki/%D0%91%D1%83%D1%8D%D0%BD%D0%BE%D1%81-%D0%90%D0%B9%D1%80%D0%B5%D1%81,Argentina,South_America
in(!_<5/xD,Bolivia,https://en.wikipedia.org/wiki/Bolivia,Sucre,https://en.wikipedia.org/wiki/Sucre,"<img src=""Bolivia (1).png"" />","<img src=""Bolivia.png"" />",Боли́вия,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%BB%D0%B8%D0%B2%D0%B8%D1%8F,Су́кре,https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%BA%D1%80%D0%B5_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4),Bolivija,South_America
c>ND{=Jm>!,Brazil,https://en.wikipedia.org/wiki/Brazil,Brasília,https://en.wikipedia.org/wiki/Bras%C3%ADlia,"<img src=""Brazil (1).png"" />","<img src=""Brazil.png"" />",Брази́лия,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B0%D0%B7%D0%B8%D0%BB%D0%B8%D1%8F,Брази́лиа,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B0%D0%B7%D0%B8%D0%BB%D0%B8%D0%B0,Brazil,South_America
m!iMI#B[*1,Chile,https://en.wikipedia.org/wiki/Chile,Santiago,https://en.wikipedia.org/wiki/Santiago,"<img src=""Chile (1).png"" />","<img src=""Chile.png"" />",Чи́ли,https://ru.wikipedia.org/wiki/%D0%A7%D0%B8%D0%BB%D0%B8,Сантья́го,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BD%D1%82%D1%8C%D1%8F%D0%B3%D0%BE,Čile,South_America
c>O.TSZs:o,Colombia,https://en.wikipedia.org/wiki/Colombia,Bogotá,https://en.wikipedia.org/wiki/Bogot%C3%A1,"<img src=""Colombia (1).png"" />","<img src=""Colombia.png"" />",Колу́мбия,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D1%83%D0%BC%D0%B1%D0%B8%D1%8F,Богота́,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B3%D0%BE%D1%82%D0%B0,Kolumbija,South_America
h88_[S5NG[,Ecuador,https://en.wikipedia.org/wiki/Ecuador,Quito,https://en.wikipedia.org/wiki/Quito,"<img src=""Ecuador (1).png"" />","<img src=""Ecuador.png"" />",Эквадо́р,https://ru.wikipedia.org/wiki/%D0%AD%D0%BA%D0%B2%D0%B0%D0%B4%D0%BE%D1%80,Ки́то,https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%82%D0%BE,Ekvador,South_America
"~?,<T[JCLf",French Guiana,https://en.wikipedia.org/wiki/French_Guiana,Cayenne,https://en.wikipedia.org/wiki/Cayenne,"<img src=""FrenchGuiana.png"" />","<img src=""French-Guyana.png"" />",Гвиа́на,https://ru.wikipedia.org/wiki/%D0%93%D0%B2%D0%B8%D0%B0%D0%BD%D0%B0_(%D0%B4%D0%B5%D0%BF%D0%B0%D1%80%D1%82%D0%B0%D0%BC%D0%B5%D0%BD%D1%82_%D0%A4%D1%80%D0%B0%D0%BD%D1%86%D0%B8%D0%B8),Кайе́нна,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B9%D0%B5%D0%BD%D0%BD%D0%B0,Francuska Gvajana,South_America
qw.HoqI*iD,Guyana,https://en.wikipedia.org/wiki/Guyana,Georgetown,"https://en.wikipedia.org/wiki/Georgetown,_Guyana","<img src=""Guyana (1).png"" />","<img src=""Guyana.png"" />",Гайа́на,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B9%D0%B0%D0%BD%D0%B0,Джорджта́ун,https://ru.wikipedia.org/wiki/%D0%94%D0%B6%D0%BE%D1%80%D0%B4%D0%B6%D1%82%D0%B0%D1%83%D0%BD,Gvajana,South_America
pOLftBUjx;,Paraguay,https://en.wikipedia.org/wiki/Paraguay,Asunción,https://en.wikipedia.org/wiki/Asunci%C3%B3n,"<img src=""Paraguay (1).png"" />","<img src=""Paraguay.png"" />",Парагва́й,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%B0%D0%B3%D0%B2%D0%B0%D0%B9,Асунсьо́н,https://ru.wikipedia.org/wiki/%D0%90%D1%81%D1%83%D0%BD%D1%81%D1%8C%D0%BE%D0%BD,Paragvaj,South_America
jz4C*%M/&D,Peru,https://en.wikipedia.org/wiki/Peru,Lima,https://en.wikipedia.org/wiki/Lima,"<img src=""Peru (1).png"" />","<img src=""Peru.png"" />",Перу́,https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D1%83,Ли́ма,https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%BC%D0%B0,Peru,South_America
fYqQ+&i4>I,Suriname,https://en.wikipedia.org/wiki/Suriname,Paramaribo,https://en.wikipedia.org/wiki/Paramaribo,"<img src=""Suriname (1).png"" />","<img src=""Suriname.png"" />",Сурина́м,https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D1%80%D0%B8%D0%BD%D0%B0%D0%BC,Парама́ри́бо,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%B0%D0%BC%D0%B0%D1%80%D0%B8%D0%B1%D0%BE,Surinam,South_America
f%C/jhcM`b,Uruguay,https://en.wikipedia.org/wiki/Uruguay,Montevideo,https://en.wikipedia.org/wiki/Montevideo,"<img src=""Uruguay (1).png"" />","<img src=""Uruguay.png"" />",Уругва́й,https://ru.wikipedia.org/wiki/%D0%A3%D1%80%D1%83%D0%B3%D0%B2%D0%B0%D0%B9,Монтевиде́о,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BD%D1%82%D0%B5%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE,Urugvaj,South_America
gbk^|<4g^/,Venezuela,https://en.wikipedia.org/wiki/Venezuela,Caracas,https://en.wikipedia.org/wiki/Caracas,"<img src=""Venezuela (1).png"" />","<img src=""Venezuela.png"" />",Венесуэ́ла,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BD%D0%B5%D1%81%D1%83%D1%8D%D0%BB%D0%B0,Кара́кас,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D0%B0%D0%BA%D0%B0%D1%81,Venezuela,South_America
r4_t+C7*U+,Cuba,https://en.wikipedia.org/wiki/Cuba,Havana,https://en.wikipedia.org/wiki/Havana,"<img src=""Cuba (1).png"" />","<img src=""Cuba.png"" />",Ку́ба,https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%B1%D0%B0,Гава́на,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B2%D0%B0%D0%BD%D0%B0,Kuba,Central_America
{fC4x:Uza,Dominican Republic,https://en.wikipedia.org/wiki/Dominican_Republic,Santo Domingo,https://en.wikipedia.org/wiki/Santo_Domingo,"<img src=""DominicanRepublic.png"" />","<img src=""Dominican-Republic.png"" />",Доминика́нская Респу́блика,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC%D0%B8%D0%BD%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0,Са́нто-Доми́нго,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BD%D1%82%D0%BE-%D0%94%D0%BE%D0%BC%D0%B8%D0%BD%D0%B3%D0%BE,Dominikanska Republika,Central_America
